locus_tag	ftype	length_bp	gene	EC_number	COG	product
53965_StreptomycesisolateR1_01480	CDS	225	rpmC		COG0255	50S ribosomal protein L29
53965_StreptomycesisolateR1_01481	CDS	420	rplP		COG0197	50S ribosomal protein L16
53965_StreptomycesisolateR1_01482	CDS	831	rpsC		COG0092	30S ribosomal protein S3
53965_StreptomycesisolateR1_01483	CDS	348	rplV		COG0091	50S ribosomal protein L22
53965_StreptomycesisolateR1_01484	CDS	282	rpsS		COG0185	30S ribosomal protein S19
53965_StreptomycesisolateR1_01485	CDS	837	rplB			50S ribosomal protein L2
53965_StreptomycesisolateR1_01486	CDS	420				hypothetical protein
53965_StreptomycesisolateR1_01487	CDS	657	rplD		COG0088	50S ribosomal protein L4
53965_StreptomycesisolateR1_01488	CDS	645	rplC		COG0087	50S ribosomal protein L3
53965_StreptomycesisolateR1_01489	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
53965_StreptomycesisolateR1_01490	CDS	834				hypothetical protein
53965_StreptomycesisolateR1_01491	CDS	432				hypothetical protein
53965_StreptomycesisolateR1_01492	CDS	441				hypothetical protein
53965_StreptomycesisolateR1_01493	CDS	333				hypothetical protein
53965_StreptomycesisolateR1_01494	CDS	648				hypothetical protein
53965_StreptomycesisolateR1_01495	CDS	360				hypothetical protein
53965_StreptomycesisolateR1_01496	CDS	360				hypothetical protein
53965_StreptomycesisolateR1_01497	CDS	423				hypothetical protein
53965_StreptomycesisolateR1_01498	CDS	204	scoF_2		COG1278	Cold shock protein ScoF
53965_StreptomycesisolateR1_01499	CDS	1359	gdh_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
53965_StreptomycesisolateR1_01500	CDS	213				hypothetical protein
53965_StreptomycesisolateR1_01501	CDS	762	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
53965_StreptomycesisolateR1_01502	CDS	918				hypothetical protein
53965_StreptomycesisolateR1_01503	CDS	192				hypothetical protein
53965_StreptomycesisolateR1_01504	CDS	849				hypothetical protein
53965_StreptomycesisolateR1_01505	CDS	435				hypothetical protein
53965_StreptomycesisolateR1_01506	CDS	393				hypothetical protein
53965_StreptomycesisolateR1_01507	CDS	348				hypothetical protein
53965_StreptomycesisolateR1_01508	CDS	258				hypothetical protein
53965_StreptomycesisolateR1_01509	CDS	321	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
53965_StreptomycesisolateR1_01510	CDS	345				hypothetical protein
53965_StreptomycesisolateR1_01511	CDS	294				hypothetical protein
53965_StreptomycesisolateR1_01512	CDS	402				hypothetical protein
53965_StreptomycesisolateR1_01513	CDS	1026				hypothetical protein
53965_StreptomycesisolateR1_01514	CDS	375				hypothetical protein
53965_StreptomycesisolateR1_01515	CDS	666				hypothetical protein
53965_StreptomycesisolateR1_01516	CDS	1743				hypothetical protein
53965_StreptomycesisolateR1_01517	CDS	306				hypothetical protein
53965_StreptomycesisolateR1_01518	CDS	1299				hypothetical protein
53965_StreptomycesisolateR1_01519	CDS	948	benM_1			HTH-type transcriptional regulator BenM
53965_StreptomycesisolateR1_01520	CDS	1380	alpha-LP_1	3.4.21.12		Alpha-lytic protease
53965_StreptomycesisolateR1_01521	CDS	1119				hypothetical protein
53965_StreptomycesisolateR1_01522	CDS	633	nreC_3		COG2197	Oxygen regulatory protein NreC
53965_StreptomycesisolateR1_01523	CDS	1341				hypothetical protein
53965_StreptomycesisolateR1_01524	CDS	744	yknY_2	3.6.3.-	COG1136	Uncharacterized ABC transporter ATP-binding protein YknY
53965_StreptomycesisolateR1_01525	CDS	2466				hypothetical protein
53965_StreptomycesisolateR1_01526	CDS	1194	tuf_1		COG0050	Elongation factor Tu
53965_StreptomycesisolateR1_01527	CDS	2127	fusA_1		COG0480	Elongation factor G
53965_StreptomycesisolateR1_01528	CDS	471	rpsG		COG0049	30S ribosomal protein S7
53965_StreptomycesisolateR1_01529	CDS	372	rpsL		COG0048	30S ribosomal protein S12
53965_StreptomycesisolateR1_01530	CDS	660				hypothetical protein
53965_StreptomycesisolateR1_01531	CDS	444				hypothetical protein
53965_StreptomycesisolateR1_01532	CDS	753				hypothetical protein
53965_StreptomycesisolateR1_01533	CDS	225				hypothetical protein
53965_StreptomycesisolateR1_01534	CDS	264				hypothetical protein
53965_StreptomycesisolateR1_01535	CDS	411				hypothetical protein
53965_StreptomycesisolateR1_01536	CDS	609				hypothetical protein
53965_StreptomycesisolateR1_01537	CDS	291				hypothetical protein
53965_StreptomycesisolateR1_01538	CDS	327				hypothetical protein
53965_StreptomycesisolateR1_01539	CDS	594				hypothetical protein
53965_StreptomycesisolateR1_01540	CDS	642				hypothetical protein
53965_StreptomycesisolateR1_01541	CDS	1200				hypothetical protein
53965_StreptomycesisolateR1_01542	CDS	1284				hypothetical protein
53965_StreptomycesisolateR1_01543	CDS	945				hypothetical protein
53965_StreptomycesisolateR1_01544	CDS	1200				hypothetical protein
53965_StreptomycesisolateR1_01545	CDS	1107				hypothetical protein
53965_StreptomycesisolateR1_01546	CDS	717				hypothetical protein
53965_StreptomycesisolateR1_01547	CDS	1536				hypothetical protein
53965_StreptomycesisolateR1_01548	CDS	933				hypothetical protein
53965_StreptomycesisolateR1_01549	CDS	252				hypothetical protein
53965_StreptomycesisolateR1_01550	CDS	261				hypothetical protein
53965_StreptomycesisolateR1_01551	CDS	3900	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
53965_StreptomycesisolateR1_01552	CDS	3486	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
53965_StreptomycesisolateR1_01553	CDS	390	rplL		COG0222	50S ribosomal protein L7/L12
53965_StreptomycesisolateR1_01554	CDS	531	rplJ		COG0244	50S ribosomal protein L10
53965_StreptomycesisolateR1_01555	CDS	843				hypothetical protein
53965_StreptomycesisolateR1_01556	CDS	840				hypothetical protein
53965_StreptomycesisolateR1_01557	CDS	726	rplA		COG0081	50S ribosomal protein L1
53965_StreptomycesisolateR1_01558	CDS	435	rplK		COG0080	50S ribosomal protein L11
53965_StreptomycesisolateR1_01559	CDS	879	nusG			Transcription termination/antitermination protein NusG
53965_StreptomycesisolateR1_01560	CDS	288	secE			Protein translocase subunit SecE
53965_StreptomycesisolateR1_01561	tRNA	74				tRNA-Trp(cca)
53965_StreptomycesisolateR1_01562	CDS	1227		2.6.1.1		Aspartate aminotransferase
53965_StreptomycesisolateR1_01563	CDS	1032		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
53965_StreptomycesisolateR1_01564	CDS	606				hypothetical protein
53965_StreptomycesisolateR1_01565	CDS	675				hypothetical protein
53965_StreptomycesisolateR1_01566	CDS	1056	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
53965_StreptomycesisolateR1_01567	CDS	381				hypothetical protein
53965_StreptomycesisolateR1_01568	CDS	1494	stp_2			Multidrug resistance protein Stp
53965_StreptomycesisolateR1_01569	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_01570	CDS	603				hypothetical protein
53965_StreptomycesisolateR1_01571	CDS	822				hypothetical protein
53965_StreptomycesisolateR1_01572	CDS	426				hypothetical protein
53965_StreptomycesisolateR1_01573	CDS	453				UPF0336 protein Rv0504c
53965_StreptomycesisolateR1_01574	CDS	165	rpmG2_2		COG0267	50S ribosomal protein L33 2
53965_StreptomycesisolateR1_01575	tRNA	74				tRNA-Met(cat)
53965_StreptomycesisolateR1_01576	tRNA	74				tRNA-Thr(ggt)
53965_StreptomycesisolateR1_01577	CDS	1413				hypothetical protein
53965_StreptomycesisolateR1_01578	CDS	657	yhfK	4.-.-.-	COG0702	Uncharacterized sugar epimerase YhfK
53965_StreptomycesisolateR1_01579	tRNA	83				tRNA-Tyr(gta)
53965_StreptomycesisolateR1_01580	CDS	489			COG1666	UPF0234 protein MSMEG_1165/MSMEI_1134
53965_StreptomycesisolateR1_01581	CDS	267				hypothetical protein
53965_StreptomycesisolateR1_01582	CDS	1245			COG0531	Uncharacterized transporter Rv1999c
53965_StreptomycesisolateR1_01583	CDS	117				hypothetical protein
53965_StreptomycesisolateR1_01584	CDS	420	yccF		COG3304	Inner membrane protein YccF
53965_StreptomycesisolateR1_01585	CDS	864	htpX_1	3.4.24.-	COG0501	Protease HtpX homolog
53965_StreptomycesisolateR1_01586	CDS	1563	ndhB_1	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
53965_StreptomycesisolateR1_01587	CDS	1581	ndhD1	1.6.5.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
53965_StreptomycesisolateR1_01588	CDS	1995	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
53965_StreptomycesisolateR1_01589	CDS	393	ndhE	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic
53965_StreptomycesisolateR1_01590	CDS	639	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
53965_StreptomycesisolateR1_01591	CDS	576	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
53965_StreptomycesisolateR1_01592	CDS	969	nuoH_1	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
53965_StreptomycesisolateR1_01593	CDS	1494	ndhJ	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
53965_StreptomycesisolateR1_01594	CDS	648	ndhK	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
53965_StreptomycesisolateR1_01595	CDS	441	ndhC	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
53965_StreptomycesisolateR1_01596	CDS	1227				hypothetical protein
53965_StreptomycesisolateR1_01597	CDS	1368				hypothetical protein
53965_StreptomycesisolateR1_01598	CDS	759	degU_5		COG2197	Transcriptional regulatory protein DegU
53965_StreptomycesisolateR1_01599	CDS	1938	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
53965_StreptomycesisolateR1_01600	CDS	1059	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
53965_StreptomycesisolateR1_01601	CDS	855	qorB_1	1.6.5.2	COG0702	Quinone oxidoreductase 2
53965_StreptomycesisolateR1_01602	CDS	1107	rarD		COG2962	Protein RarD
53965_StreptomycesisolateR1_01603	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_01604	CDS	471				hypothetical protein
53965_StreptomycesisolateR1_01605	CDS	954	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
53965_StreptomycesisolateR1_01606	CDS	1353				hypothetical protein
53965_StreptomycesisolateR1_01607	CDS	678				hypothetical protein
53965_StreptomycesisolateR1_01608	CDS	1257				hypothetical protein
53965_StreptomycesisolateR1_01609	CDS	702				hypothetical protein
53965_StreptomycesisolateR1_01610	CDS	1041				hypothetical protein
53965_StreptomycesisolateR1_01611	CDS	531				hypothetical protein
53965_StreptomycesisolateR1_01612	CDS	255				hypothetical protein
53965_StreptomycesisolateR1_01613	CDS	300				hypothetical protein
53965_StreptomycesisolateR1_01614	CDS	765				hypothetical protein
53965_StreptomycesisolateR1_01615	CDS	1218				hypothetical protein
53965_StreptomycesisolateR1_01616	CDS	1494				hypothetical protein
53965_StreptomycesisolateR1_01617	CDS	1497				hypothetical protein
53965_StreptomycesisolateR1_01618	CDS	1758				hypothetical protein
53965_StreptomycesisolateR1_01619	CDS	405				hypothetical protein
53965_StreptomycesisolateR1_01620	CDS	540	act	3.-.-.-		Methanol dehydrogenase activator
53965_StreptomycesisolateR1_01621	CDS	555				hypothetical protein
53965_StreptomycesisolateR1_01622	CDS	2601				hypothetical protein
53965_StreptomycesisolateR1_01623	CDS	1326				hypothetical protein
53965_StreptomycesisolateR1_01624	CDS	939				hypothetical protein
53965_StreptomycesisolateR1_01625	CDS	999	drrA_6	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
53965_StreptomycesisolateR1_01626	CDS	1239				hypothetical protein
53965_StreptomycesisolateR1_01627	CDS	1011	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
53965_StreptomycesisolateR1_01628	CDS	492				hypothetical protein
53965_StreptomycesisolateR1_01629	CDS	825	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
53965_StreptomycesisolateR1_01630	CDS	1236				hypothetical protein
53965_StreptomycesisolateR1_01631	CDS	939				hypothetical protein
53965_StreptomycesisolateR1_01632	CDS	789	dasR_1		COG2188	HTH-type transcriptional repressor DasR
53965_StreptomycesisolateR1_01633	CDS	228	rsxB			Electron transport complex subunit RsxB
53965_StreptomycesisolateR1_01634	CDS	1374				hypothetical protein
53965_StreptomycesisolateR1_01635	CDS	903				hypothetical protein
53965_StreptomycesisolateR1_01636	CDS	789	tauB	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
53965_StreptomycesisolateR1_01637	CDS	2721				hypothetical protein
53965_StreptomycesisolateR1_01638	CDS	2037	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
53965_StreptomycesisolateR1_01639	CDS	1659	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
53965_StreptomycesisolateR1_01640	CDS	1572	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
53965_StreptomycesisolateR1_01641	CDS	1965	nuoL_2	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
53965_StreptomycesisolateR1_01642	CDS	300		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
53965_StreptomycesisolateR1_01643	CDS	870				hypothetical protein
53965_StreptomycesisolateR1_01644	CDS	696	ndhI	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
53965_StreptomycesisolateR1_01645	CDS	1377	nuoH_2	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
53965_StreptomycesisolateR1_01646	CDS	2505	nuoG	1.6.5.11	COG1034	NADH-quinone oxidoreductase subunit G
53965_StreptomycesisolateR1_01647	CDS	1347	nuoF	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit F
53965_StreptomycesisolateR1_01648	CDS	867				hypothetical protein
53965_StreptomycesisolateR1_01649	CDS	1323	nuoD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit D
53965_StreptomycesisolateR1_01650	CDS	756	nuoC	1.6.5.11	COG0852	NADH-quinone oxidoreductase subunit C
53965_StreptomycesisolateR1_01651	CDS	555	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
53965_StreptomycesisolateR1_01652	CDS	360	nuoA	1.6.5.11	COG0838	NADH-quinone oxidoreductase subunit A
53965_StreptomycesisolateR1_01653	CDS	837				hypothetical protein
53965_StreptomycesisolateR1_01654	CDS	633	def_1	3.5.1.88		Peptide deformylase
53965_StreptomycesisolateR1_01655	CDS	1293	menJ	1.3.99.38	COG0644	Menaquinone reductase
53965_StreptomycesisolateR1_01656	CDS	513				hypothetical protein
53965_StreptomycesisolateR1_01657	CDS	384				hypothetical protein
53965_StreptomycesisolateR1_01658	CDS	651	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
53965_StreptomycesisolateR1_01659	CDS	1104				hypothetical protein
53965_StreptomycesisolateR1_01660	CDS	2247	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
53965_StreptomycesisolateR1_01661	CDS	474				hypothetical protein
53965_StreptomycesisolateR1_01662	CDS	1008	chiA			Probable bifunctional chitinase/lysozyme
53965_StreptomycesisolateR1_01663	CDS	600				hypothetical protein
53965_StreptomycesisolateR1_01664	CDS	1200	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
53965_StreptomycesisolateR1_01665	CDS	756				hypothetical protein
53965_StreptomycesisolateR1_01666	CDS	1281				hypothetical protein
53965_StreptomycesisolateR1_01667	CDS	2307	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
53965_StreptomycesisolateR1_01668	CDS	1851	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
53965_StreptomycesisolateR1_01669	CDS	849	mqnA	4.2.1.151	COG1427	Chorismate dehydratase
53965_StreptomycesisolateR1_01670	CDS	204			COG1278	Cold shock-like protein 7.0
53965_StreptomycesisolateR1_01671	CDS	645				hypothetical protein
53965_StreptomycesisolateR1_01672	CDS	1959		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
53965_StreptomycesisolateR1_01673	CDS	1287	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
53965_StreptomycesisolateR1_01674	CDS	1293	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
53965_StreptomycesisolateR1_01675	CDS	912				hypothetical protein
53965_StreptomycesisolateR1_01676	CDS	645	betI_3			HTH-type transcriptional regulator BetI
53965_StreptomycesisolateR1_01677	CDS	1317	dctA		COG1301	C4-dicarboxylate transport protein
53965_StreptomycesisolateR1_01678	CDS	300				hypothetical protein
53965_StreptomycesisolateR1_01679	CDS	525				hypothetical protein
53965_StreptomycesisolateR1_01680	CDS	789				hypothetical protein
53965_StreptomycesisolateR1_01681	CDS	1164	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
53965_StreptomycesisolateR1_01682	CDS	459	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
53965_StreptomycesisolateR1_01683	CDS	651	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
53965_StreptomycesisolateR1_01684	CDS	906	ubiA	2.5.1.-		4-hydroxybenzoate octaprenyltransferase
53965_StreptomycesisolateR1_01685	CDS	1458	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
53965_StreptomycesisolateR1_01686	CDS	303				hypothetical protein
53965_StreptomycesisolateR1_01687	CDS	1764	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
53965_StreptomycesisolateR1_01688	CDS	408				hypothetical protein
53965_StreptomycesisolateR1_01689	CDS	1284				hypothetical protein
53965_StreptomycesisolateR1_01690	CDS	357				hypothetical protein
53965_StreptomycesisolateR1_01691	CDS	753				hypothetical protein
53965_StreptomycesisolateR1_01692	CDS	1404	papA2	2.3.1.-	COG1020	Trehalose-2-sulfate acyltransferase papA2
53965_StreptomycesisolateR1_01693	CDS	1125	ccsA			Cytochrome c biogenesis protein CcsA
53965_StreptomycesisolateR1_01694	CDS	1752	ccs1			Cytochrome c biogenesis protein Ccs1
53965_StreptomycesisolateR1_01695	CDS	774	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
53965_StreptomycesisolateR1_01696	CDS	702	resA			Thiol-disulfide oxidoreductase ResA
53965_StreptomycesisolateR1_01697	CDS	1311				hypothetical protein
53965_StreptomycesisolateR1_01698	CDS	699			COG0406	Uncharacterized protein Rv0525
53965_StreptomycesisolateR1_01699	CDS	1317	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
53965_StreptomycesisolateR1_01700	CDS	627				hypothetical protein
53965_StreptomycesisolateR1_01701	CDS	1128				hypothetical protein
53965_StreptomycesisolateR1_01702	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_01703	CDS	378	spoIIAA		COG1366	Anti-sigma F factor antagonist
53965_StreptomycesisolateR1_01704	CDS	405				hypothetical protein
53965_StreptomycesisolateR1_01705	CDS	1386				hypothetical protein
53965_StreptomycesisolateR1_01706	CDS	366				hypothetical protein
53965_StreptomycesisolateR1_01707	CDS	1110	acr3		COG0798	Arsenical-resistance protein Acr3
53965_StreptomycesisolateR1_01708	CDS	309				hypothetical protein
53965_StreptomycesisolateR1_01709	CDS	441	arsC1	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC1
53965_StreptomycesisolateR1_01710	CDS	606	yyaP_1		COG0262	Uncharacterized protein YyaP
53965_StreptomycesisolateR1_01711	CDS	402				hypothetical protein
53965_StreptomycesisolateR1_01712	CDS	648				hypothetical protein
53965_StreptomycesisolateR1_01713	CDS	477				hypothetical protein
53965_StreptomycesisolateR1_01714	CDS	351				hypothetical protein
53965_StreptomycesisolateR1_01715	CDS	894				hypothetical protein
53965_StreptomycesisolateR1_01716	CDS	708	cobH	5.4.99.61		Precorrin-8X methylmutase
53965_StreptomycesisolateR1_01717	CDS	825	cobK	1.3.1.54	COG2099	Precorrin-6A reductase
53965_StreptomycesisolateR1_01718	CDS	813				hypothetical protein
53965_StreptomycesisolateR1_01719	CDS	720				hypothetical protein
53965_StreptomycesisolateR1_01720	CDS	4956				hypothetical protein
53965_StreptomycesisolateR1_01721	CDS	2034				hypothetical protein
53965_StreptomycesisolateR1_01722	CDS	651	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
53965_StreptomycesisolateR1_01723	CDS	1119	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
